SKU,Description,Case,Pack,description,Color,width,length,Panel Depth,Cradle Depth,Profile,Cradle Width,,,,,,,,,,,,,
ENC20810,"Cs(4) 2"" Crad Encaustic 8x10",4,1,Encausticbord,,8,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC2088,"Cs(4) 2"" Crad Encaustic 8x8",4,1,Encausticbord,,8,8,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21010,"Cs(4) 2"" Crad Encaustic 10x10",4,1,Encausticbord,,10,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21114,"Cs(4) 2"" Crad Encaustic 11x14",4,1,Encausticbord,,11,14,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21212,"Cs(4) 2"" Crad Encaustic 12x12",4,1,Encausticbord,,12,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21216,"Cs(4) 2"" Crad Encaustic 12x16",4,1,Encausticbord,,12,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21616,"Cs(4) 2"" Crad Encaustic 16x16",4,1,Encausticbord,,16,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21620,"Cs(4) 2"" Crad Encaustic 16x20",4,1,Encausticbord,,16,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21818,"Cs(4) 2"" Crad Encaustic 18x18",4,1,Encausticbord,,18,18,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC21824,"Cs(4) 2"" Crad Encaustic 18x24",4,1,Encausticbord,,18,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC22424,"Cs(4) 2"" Crad Encaustic 24x24",4,1,Encausticbord,,24,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC23030,"Cs(2) 2"" Crad Encaustic 30x30",2,1,Encausticbord,,30,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC23040,"Cs(2) 2"" Crad Encaustic 30x40",2,1,Encausticbord,,30,40,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC23636,"Cs(2) 2"" Crad Encaustic 36x36",2,1,Encausticbord,,36,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC23648,"Cs(2) 2"" Crad Encaustic 36x48",2,1,Encausticbord,,36,48,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
ENC75055,"Cs(10) 3/4"" Crad Encaustic 5x5",10,1,Encausticbord,,5,5,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC75066,"Cs(10) 3/4"" Crad Encaustic 6x6",10,1,Encausticbord,,6,6,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC750810,"Cs(5) 3/4"" Crad Encaustic 8x10",5,1,Encausticbord,,8,10,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC75088,"Cs(10) 3/4"" Crad Encaustic 8x8",10,1,Encausticbord,,8,8,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC750912,"Cs(5) 3/4"" Crad Encaustic 9x12",5,1,Encausticbord,,9,12,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC751010,"Cs(5) 3/4"" Crad Encaust 10x10",5,1,Encausticbord,,10,10,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC751114,"Cs(5) 3/4"" Crad Encaust 11x14",5,1,Encausticbord,,11,14,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC751212,"Cs(5) 3/4"" Crad Encaust 12x12",5,1,Encausticbord,,12,12,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC751216,"Cs(5) 3/4"" Crad Encaust 12x16",5,1,Encausticbord,,12,16,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
ENC751620,"Cs(8) 3/4"" Crad Encaust 16x20",8,1,Encausticbord,,16,20,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBSCG0505,"Cs(5) 1.5"" Crad Claybord 5x5",5,1,Claybord,,5,5,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG0606,"Cs(5) 1.5"" Crad Claybord 6x6",5,1,Claybord,,6,6,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG0808,"Cs(5) 1.5"" Crad Claybord 8x8",5,1,Claybord,,8,8,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG0810,"Cs(5) 1.5"" Crad Claybord 8x10",5,1,Claybord,,8,10,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG0912,"Cs(5) 1.5"" Crad Claybord 9x12",5,1,Claybord,,9,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1010,"Cs(5) 1.5"" Crad Claybord 10x10",5,1,Claybord,,10,10,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1114,"Cs(5) 1.5"" Crad Claybord 11x14",5,1,Claybord,,11,14,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1212,"Cs(5) 1.5"" Crad Claybord 12x12",5,1,Claybord,,12,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1216,"Cs(5) 1.5"" Crad Claybord 12x16",5,1,Claybord,,12,16,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1616,"Cs(5) 1.5"" Crad Claybord 16x16",5,1,Claybord,,16,16,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1620,"Cs(5) 1.5"" Crad Claybord 16x20",5,1,Claybord,,16,20,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG1824,"Cs(5) 1.5"" Crad Claybord 18x24",5,1,Claybord,,18,24,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG2024,"Cs(5) 1.5"" Crad Claybord 20X24",5,1,Claybord,,20,24,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG2030,"Cs(2) 1.5"" Crad Claybord 20x30",2,1,Claybord,,20,30,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG2228,"Cs(2) 1.5"" Crad Claybord 22x28",2,1,Claybord,,22,28,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG2430,"Cs(2) 1.5"" Crad Claybord 24x30",2,1,Claybord,,24,30,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG2436,"Cs(2) 1.5"" Crad Claybord 24x36",2,1,Claybord,,24,36,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSCG3030,"Cs(2) 1.5"" Crad Claybord 30x30",2,1,Claybord,,30,30,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBSWC05,"Cs.(6) 2"" Cradled Claybord 5x5",6,1,Claybord,,5,5,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC06,"Cs.(4) 2"" Cradle Claybord 6x8",4,1,Claybord,,6,8,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC066,"Cs.(6) 2""Cradle Claybord 6x6",6,1,Claybord,,6,6,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC08,"Cs.(4) 2"" Cradle Claybord 8x10",4,1,Claybord,,8,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC088,"Cs.(6) 2"" Cradle Claybord 8x8",6,1,Claybord,,8,8,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC10,"Cs.(4) 2"" CradleClaybord 10x10",4,1,Claybord,,10,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC1020,"Cs(4) 2"" Cradle Claybord 10x20",4,1,Claybord,,10,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC1030,"Cs(4) 2"" Cradle Claybord 10x30",4,1,Claybord,,10,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC11,"Cs(4) 2"" Cradle Claybord 11x14",4,1,Claybord,,11,14,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC1216,"Cs(4) 2"" Cradle Claybord 12x16",4,1,Claybord,,12,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC122,"Cs(4) 2"" Cradle Claybord 12x12",4,1,Claybord,,12,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC1224,"Cs(4) 2"" Cradle Claybord 12x24",4,1,Claybord,,12,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC12L,"Cs(4) 2"" Cradle Claybord 12x36",4,1,Claybord,,12,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC16,"Cs(4) 2"" Cradle Claybord 16x20",4,1,Claybord,,16,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC1616,"Cs(4) 2"" Cradle Claybord 16x16",4,1,Claybord,,16,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC1824,"Cs(4) 2"" Cradle Claybord 18x24",4,1,Claybord,,18,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC2430,"Cs(2) 2"" Cradle Claybord 24x30",2,1,Claybord,,24,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC2436,"Cs(2) 2"" Cradle Claybord 24x36",2,1,Claybord,,24,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC244,"Cs(4) 2"" Cradle Claybord 24x24",4,1,Claybord,,24,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC30,"Cs(2) 2"" Cradle Claybord 30x30",2,1,Claybord,,30,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC3040,"Cs(2) 2"" Cradle Claybord 30x40",2,1,Claybord,,30,40,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC3636,"Cs(2) 2"" Cradle Claybord 36x36",2,1,Claybord,,36,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC3648,"Cs(2) 2"" Cradle Claybord 36x48",2,1,Claybord,,36,48,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC612,"Cs(4) 2"" Cradle Claybord 6x12",4,1,Claybord,,6,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC618,"Cs(4) 2"" Cradle Claybord 6x18",4,1,Claybord,,6,18,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC624,"Cs(4) 2"" Cradle Claybord 6x24",4,1,Claybord,,6,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC816,"Cs(4) 2"" Cradle Claybord 8x16",4,1,Claybord,,8,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC824,"Cs(4) 2"" Cradle Claybord 8x24",4,1,Claybord,,8,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBSWC912,"Cs(4) 2"" Cradle Claybord 9x12",4,1,Claybord,,9,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC06,"Case(4) 2"" Cradle Hardbord 6x8",4,1,Hardbord,,6,8,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC08,"Cs.(4) 2"" Cradle Hardbord 8x10",4,1,Hardbord,,8,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC09,"Cs.(4) 2"" Cradle Hardbord 9x12",4,1,Hardbord,,9,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC1010,"Cs.(4)2"" Cradle Hardbord 10x10",4,1,Hardbord,,10,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC11,"Cs.(4) 2"" CradleHardbord 11x14",4,1,Hardbord,,11,14,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC12,"Cs.(4) 2"" CradleHardbord 12x16",4,1,Hardbord,,12,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC122,"Cs.(4) 2"" CradleHardbord 12x12",4,1,Hardbord,,12,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC16,"Cs.(4) 2"" CradleHardbord 16x20",4,1,Hardbord,,16,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC1616,"Cs.(4)2"" Cradle Hardbord 16x16",4,1,Hardbord,,16,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC18,"Cs.(4) 2"" CradleHardbord 18x24",4,1,Hardbord,,18,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC2436,"Cs.(2) 2"" CradleHardbord 24x36",2,1,Hardbord,,24,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC244,"Cs.(4) 2"" CradleHardbord 24x24",4,1,Hardbord,,24,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC3030,"Cs.(2) 2"" CradleHardbord 30x30",2,1,Hardbord,,30,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC3040,"Cs.(2) 2"" CradleHardbord 30x40",2,1,Hardbord,,30,40,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC3636,"Cs.(2) 2"" CradleHardbord 36x36",2,1,Hardbord,,36,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBWC3648,"Cs.(2) 2"" CradleHardbord 36x48",2,1,Hardbord,,36,48,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
HBCG0606,"Cs(5) 1.5"" Crad Hardbord 6x6",5,1,Hardbord,,6,6,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG0808,"Cs(5) 1.5"" Crad Hardbord 8x8",5,1,Hardbord,,8,8,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG0810,"Cs(5) 1.5"" Crad Hardbord 8x10",5,1,Hardbord,,8,10,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG0912,"Cs(5) 1.5"" Crad Hardbord 9x12",5,1,Hardbord,,9,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG1114,"Cs(5) 1.5"" Crad Hardbord 11x14",5,1,Hardbord,,11,14,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG1212,"Cs(5) 1.5"" Crad Hardbord 12x12",5,1,Hardbord,,12,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG1216,"Cs(5) 1.5"" Crad Hardbord 12x16",5,1,Hardbord,,12,16,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG1616,"Cs(5) 1.5"" Crad Hardbord 16x16",5,1,Hardbord,,16,16,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG1620,"Cs(5) 1.5"" Crad Hardbord 16x20",5,1,Hardbord,,16,20,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
HBCG1824,"Cs(5) 1.5"" Crad Hardbord 18x24",5,1,Hardbord,,18,24,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG0505,"Cs(5) 1.5"" Crad Gessobord 5x5",5,1,Gessobord,,5,5,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG0606,"Cs(5) 1.5"" Crad Gessobord 6x6",5,1,Gessobord,,6,6,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG0808,"Cs(5) 1.5"" Crad Gessobord 8x8",5,1,Gessobord,,8,8,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG0810,"Cs(5) 1.5"" Crad Gessobord 8x10",5,1,Gessobord,,8,10,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG0912,"Cs(5) 1.5"" Crad Gessobord 9x12",5,1,Gessobord,,9,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1010,"Cs(5) 1.5"" Crad Gessobd 10x10",5,1,Gessobord,,10,10,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1114,"Cs(5) 1.5"" Crad Gessobd 11x14",5,1,Gessobord,,11,14,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1212,"Cs(5) 1.5"" Crad Gessobd 12x12",5,1,Gessobord,,12,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1216,"Cs(5) 1.5"" Crad Gessobd 12x16",5,1,Gessobord,,12,16,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1616,"Cs(5) 1.5"" Crad Gessobd 16x16",5,1,Gessobord,,16,16,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1620,"Cs(5) 1.5"" Crad Gessobd 16x20",5,1,Gessobord,,16,20,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG1824,"Cs(5) 1.5"" Crad Gessobd 18x24",5,1,Gessobord,,18,24,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG2024,"Cs(5)1.5"" Crad Gessobord 20x24",5,1,Gessobord,,20,24,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG2030,"Cs(2) 1.5"" Crad Gessobd 20x30",2,1,Gessobord,,20,30,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG2424,"Cs(5) 1.5"" Crad Gessobd 24x24",5,1,Gessobord,,24,24,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG2430,"Cs(2)1.5"" Crad Gessobord 24x30",2,1,Gessobord,,24,30,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG2436,"Cs(2) 1.5"" Crad Gessobd 24x36",2,1,Gessobord,,24,36,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG3030,"Cs(2) 1.5"" Crad Gessobd 30x30",2,1,Gessobord,,30,30,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBSCG3036,"Cs(2) 1.5"" Crad Gessobd 30x36",2,1,Gessobord,,30,36,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
GBWC05,"Cs.(6) 2"" Cradle Gessobord 5x5",6,1,Gessobord,,5,5,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC06,"Cs.(4) 2"" Cradle Gesso 6x8",4,1,Gessobord,,6,8,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC066,"Cs.(6) 2"" Cradle Gessobord 6x6",6,1,Gessobord,,6,6,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC08,"Cs.(4) 2"" Cradle Gesso 8x10",4,1,Gessobord,,8,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC088,"Cs.(6) 2"" Cradle Gessobord 8x8",6,1,Gessobord,,8,8,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC10,"Cs.(4) 2"" Cradle Gesso 10x10",4,1,Gessobord,,10,10,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC1020,"Cs.(4) 2"" Cradle Gesso 10x20",4,1,Gessobord,,10,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC1030,"Cs.(4) 2"" Cradle Gesso 10x30",4,1,Gessobord,,10,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC11,"Cs.(4) 2"" Cradle Gesso 11x14",4,1,Gessobord,,11,14,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC1216,"Cs.(4) 2"" Cradle Gesso 12x16",4,1,Gessobord,,12,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC122,"Cs.(4) 2"" Cradle Gesso 12x12",4,1,Gessobord,,12,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC1224,"Cs.(4) 2"" Cradle Gesso 12x24",4,1,Gessobord,,12,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC12L,"Cs.(4) 2"" Cradle Gesso 12x36",4,1,Gessobord,,12,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC16,"Cs.(4) 2"" Cradle Gesso 16x20",4,1,Gessobord,,16,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC1616,"Cs.(4) 2"" Cradle Gesso 16x16",4,1,Gessobord,,16,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC1824,"Cs.(4) 2"" Cradle Gesso 18x24",4,1,Gessobord,,18,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC2430,"Cs.(2) 2"" Cradle Gesso 24x30",2,1,Gessobord,,24,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC2436,"Cs.(2) 2"" Cradle Gesso 24x36",2,1,Gessobord,,24,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC244,"Cs.(4) 2"" Cradle Gesso 24x24",4,1,Gessobord,,24,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC30,"Cs.(2) 2"" Cradle Gesso 30x30",2,1,Gessobord,,30,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC3040,"Cs.(2) 2"" Cradle Gesso 30x40",2,1,Gessobord,,30,40,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC3636,"Cs.(2) 2"" Cradle Gesso 36x36",2,1,Gessobord,,36,36,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC3648,"Cs.(2) 2"" Cradle Gesso 36x48",2,1,Gessobord,,36,48,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC612,"Cs.(4) 2"" Cradle Gesso 6x12",4,1,Gessobord,,6,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC618,"Cs.(4) 2"" Cradle Gesso 6x18",4,1,Gessobord,,6,18,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC624,"Cs.(4) 2"" Cradle Gesso 6x24",4,1,Gessobord,,6,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC816,"Cs.(4) 2"" Cradle Gesso 8x16",4,1,Gessobord,,8,16,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC824,"Cs.(4) 2"" Cradle Gesso 8x24",4,1,Gessobord,,8,24,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
GBWC912,"Cs.(4) 2"" Cradle Gesso 9x12",4,1,Gessobord,,9,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBTC0606,"Cs(10)3/4"" Crad Aquabord 6x6",10,1,Aquabord,,6,6,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTC0808,"Cs(10)3/4"" Crad Aquabord 8x8",10,1,Aquabord,,8,8,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTC0810,"Cs(12)3/4"" Crad Aquabord 8x10",12,1,Aquabord,,8,10,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTC1114,"Cs(10)3/4"" Crad Aquabord 11x14",10,1,Aquabord,,11,14,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTC1212,"Cs(10)3/4"" Crad Aquabord 12x12",10,1,Aquabord,,12,12,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTC1620,"Cs(8)3/4"" Crad Aquabord 16x20",8,1,Aquabord,,16,20,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTC1824,"Cs(8)3/4"" Crad Aquabord 18x24",8,1,Aquabord,,18,24,"1/8""","3/4""","7/8""","3/4""",,,,,,,,,,,,,
CBTW11,"Cs.(4) 2"" Cradle Aquabd 11x14",4,1,Aquabord,,11,14,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBTW115,"Cs.(4) 2"" Cradle Aquabd 11x15",4,1,Aquabord,,11,15,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBTW122,"Cs.(4) 2"" Aquabd Cradle 12x12",4,1,Aquabord,,12,12,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBTW15,"Cs.(4) 2"" Cradle Aquabd 15x22",4,1,Aquabord,,15,22,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBTW16,"Cs.(4) 2"" Cradle Aquabd 16x20",4,1,Aquabord,,16,20,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
CBTW22,"Cs.(2) 2"" Cradle Aquabd 22x30",2,1,Aquabord,,22,30,"1/8""","2""","2 1/8""","3/4""",,,,,,,,,,,,,
EN0810,"Cs.(10) 1/4"" Encaustic 8x10",10,1,Encausticbord,,8,10,"1/4""",-,"1/4""",-,,,,,,,,,,,,,
EN088,"Cs.(10) 1/4"" Encaustic 8x8",10,1,Encausticbord,,8,8,"1/4""",-,"1/4""",-,,,,,,,,,,,,,
EN0912,"Cs.(10) 1/4"" Encaustic 9x12",10,1,Encausticbord,,9,12,"1/4""",-,"1/4""",-,,,,,,,,,,,,,
EN1010,"Cs.(10) 1/4"" Encaustic 10x10",10,1,Encausticbord,,10,10,"1/4""",-,"1/4""",-,,,,,,,,,,,,,
EN1114,"Cs.(10) 1/4"" Encaustic 11x14",10,1,Encausticbord,,11,14,"1/4""",-,"1/4""",-,,,,,,,,,,,,,
EN1212,"Cs.(10) 1/4"" Encaustic 12x12",10,1,Encausticbord,,12,12,"1/4""",-,"1/4""",-,,,,,,,,,,,,,
CBTG0606,"Cs(5) 1.5"" Crad Aquabord 6x6",5,1,Aquabord,,6,6,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBTG0808,"Cs(5) 1.5"" Crad Aquabord 8x8",5,1,Aquabord,,8,8,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBTG0810,"Cs(5)1.5"" Crad Aquabord 8x10",5,1,Aquabord,,8,10,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBTG1114,"Cs(5) 1.5"" Crad Aquabord 11x14",5,1,Aquabord,,11,14,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBTG1212,"Cs(5) 1.5"" Crad Aquabord 12x12",5,1,Aquabord,,12,12,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
CBTG1620,"Cs(5) 1.5"" Crad Aquabord 16x20",5,1,Aquabord,,16,20,"1/8""","1 3/8""","1.5""","3/4""",,,,,,,,,,,,,
